         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 1662000000  +1               0 1 0 00000110 00000101 00000101 
 1662000000  +2               0 1 0 00000110 00000110 00000101 
 1662500000  +1               0 1 1 00000110 00000110 00000101 
 1662500000  +3               0 1 1 00000110 00000110 00000110 
 1663000000  +1               0 1 0 00000111 00000110 00000110 
 1663000000  +2               0 1 0 00000111 00000111 00000110 
 1663500000  +1               0 1 1 00000111 00000111 00000110 
 1663500000  +3               0 1 1 00000111 00000111 00000111 
 1664000000  +1               0 1 0 00001000 00000111 00000111 
 1664000000  +2               0 1 0 00001000 00001000 00000111 
 1664500000  +1               0 1 1 00001000 00001000 00000111 
 1664500000  +3               0 1 1 00001000 00001000 00001000 
 1665000000  +1               0 1 0 00001001 00001000 00001000 
 1665000000  +2               0 1 0 00001001 00001001 00001000 
 1665500000  +1               0 1 1 00001001 00001001 00001000 
 1665500000  +3               0 1 1 00001001 00001001 00001001 
 1666000000  +1               0 1 0 00001010 00001001 00001001 
 1666000000  +2               0 1 0 00001010 00001010 00001001 
 1666500000  +1               0 1 1 00001010 00001010 00001001 
 1666500000  +3               0 1 1 00001010 00001010 00001010 
 1667000000  +1               0 1 0 00001011 00001010 00001010 
 1667000000  +2               0 1 0 00001011 00001011 00001010 
 1667500000  +1               0 1 1 00001011 00001011 00001010 
 1667500000  +3               0 1 1 00001011 00001011 00001011 
 1668000000  +1               0 1 0 00000000 00001011 00001011 
 1668000000  +2               0 1 0 00000000 00000000 00001011 
 1668500000  +1               0 1 1 00000000 00000000 00001011 
 1668500000  +3               0 1 1 00000000 00000000 00000000 
 1669000000  +1               0 1 0 00000001 00000000 00000000 
 1669000000  +2               0 1 0 00000001 00000001 00000000 
 1669500000  +1               0 1 1 00000001 00000001 00000000 
 1669500000  +3               0 1 1 00000001 00000001 00000001 
 1670000000  +1               0 1 0 00000010 00000001 00000001 
 1670000000  +2               0 1 0 00000010 00000010 00000001 
 1670500000  +1               0 1 1 00000010 00000010 00000001 
 1670500000  +3               0 1 1 00000010 00000010 00000010 
 1671000000  +1               0 1 0 00000011 00000010 00000010 
 1671000000  +2               0 1 0 00000011 00000011 00000010 
 1671500000  +1               0 1 1 00000011 00000011 00000010 
 1671500000  +3               0 1 1 00000011 00000011 00000011 
 1672000000  +1               0 1 0 00000100 00000011 00000011 
 1672000000  +2               0 1 0 00000100 00000100 00000011 
 1672500000  +1               0 1 1 00000100 00000100 00000011 
 1672500000  +3               0 1 1 00000100 00000100 00000100 
 1673000000  +1               0 1 0 00000101 00000100 00000100 
 1673000000  +2               0 1 0 00000101 00000101 00000100 
 1673500000  +1               0 1 1 00000101 00000101 00000100 
 1673500000  +3               0 1 1 00000101 00000101 00000101 
 1674000000  +1               0 1 0 00000110 00000101 00000101 
 1674000000  +2               0 1 0 00000110 00000110 00000101 
 1674500000  +1               0 1 1 00000110 00000110 00000101 
 1674500000  +3               0 1 1 00000110 00000110 00000110 
 1675000000  +1               0 1 0 00000111 00000110 00000110 
 1675000000  +2               0 1 0 00000111 00000111 00000110 
 1675500000  +1               0 1 1 00000111 00000111 00000110 
 1675500000  +3               0 1 1 00000111 00000111 00000111 
 1676000000  +1               0 1 0 00001000 00000111 00000111 
 1676000000  +2               0 1 0 00001000 00001000 00000111 
 1676500000  +1               0 1 1 00001000 00001000 00000111 
 1676500000  +3               0 1 1 00001000 00001000 00001000 
 1677000000  +1               0 1 0 00001001 00001000 00001000 
 1677000000  +2               0 1 0 00001001 00001001 00001000 
 1677500000  +1               0 1 1 00001001 00001001 00001000 
 1677500000  +3               0 1 1 00001001 00001001 00001001 
 1678000000  +1               0 1 0 00001010 00001001 00001001 
 1678000000  +2               0 1 0 00001010 00001010 00001001 
 1678500000  +1               0 1 1 00001010 00001010 00001001 
 1678500000  +3               0 1 1 00001010 00001010 00001010 
 1679000000  +1               0 1 0 00001011 00001010 00001010 
 1679000000  +2               0 1 0 00001011 00001011 00001010 
 1679500000  +1               0 1 1 00001011 00001011 00001010 
 1679500000  +3               0 1 1 00001011 00001011 00001011 
 1680000000  +1               0 1 0 00000000 00001011 00001011 
 1680000000  +2               0 1 0 00000000 00000000 00001011 
 1680500000  +1               0 1 1 00000000 00000000 00001011 
 1680500000  +3               0 1 1 00000000 00000000 00000000 
 1681000000  +1               0 1 0 00000001 00000000 00000000 
 1681000000  +2               0 1 0 00000001 00000001 00000000 
 1681500000  +1               0 1 1 00000001 00000001 00000000 
 1681500000  +3               0 1 1 00000001 00000001 00000001 
 1682000000  +1               0 1 0 00000010 00000001 00000001 
 1682000000  +2               0 1 0 00000010 00000010 00000001 
 1682500000  +1               0 1 1 00000010 00000010 00000001 
 1682500000  +3               0 1 1 00000010 00000010 00000010 
 1683000000  +1               0 1 0 00000011 00000010 00000010 
 1683000000  +2               0 1 0 00000011 00000011 00000010 
 1683500000  +1               0 1 1 00000011 00000011 00000010 
 1683500000  +3               0 1 1 00000011 00000011 00000011 
 1684000000  +1               0 1 0 00000100 00000011 00000011 
 1684000000  +2               0 1 0 00000100 00000100 00000011 
 1684500000  +1               0 1 1 00000100 00000100 00000011 
 1684500000  +3               0 1 1 00000100 00000100 00000100 
 1685000000  +1               0 1 0 00000101 00000100 00000100 
 1685000000  +2               0 1 0 00000101 00000101 00000100 
 1685500000  +1               0 1 1 00000101 00000101 00000100 
 1685500000  +3               0 1 1 00000101 00000101 00000101 
 1686000000  +1               0 1 0 00000110 00000101 00000101 
 1686000000  +2               0 1 0 00000110 00000110 00000101 
 1686500000  +1               0 1 1 00000110 00000110 00000101 
 1686500000  +3               0 1 1 00000110 00000110 00000110 
 1687000000  +1               0 1 0 00000111 00000110 00000110 
 1687000000  +2               0 1 0 00000111 00000111 00000110 
 1687500000  +1               0 1 1 00000111 00000111 00000110 
 1687500000  +3               0 1 1 00000111 00000111 00000111 
 1688000000  +1               0 1 0 00001000 00000111 00000111 
 1688000000  +2               0 1 0 00001000 00001000 00000111 
 1688500000  +1               0 1 1 00001000 00001000 00000111 
 1688500000  +3               0 1 1 00001000 00001000 00001000 
 1689000000  +1               0 1 0 00001001 00001000 00001000 
 1689000000  +2               0 1 0 00001001 00001001 00001000 
 1689500000  +1               0 1 1 00001001 00001001 00001000 
 1689500000  +3               0 1 1 00001001 00001001 00001001 
 1690000000  +1               0 1 0 00001010 00001001 00001001 
 1690000000  +2               0 1 0 00001010 00001010 00001001 
 1690500000  +1               0 1 1 00001010 00001010 00001001 
 1690500000  +3               0 1 1 00001010 00001010 00001010 
 1691000000  +1               0 1 0 00001011 00001010 00001010 
 1691000000  +2               0 1 0 00001011 00001011 00001010 
 1691500000  +1               0 1 1 00001011 00001011 00001010 
 1691500000  +3               0 1 1 00001011 00001011 00001011 
 1692000000  +1               0 1 0 00000000 00001011 00001011 
 1692000000  +2               0 1 0 00000000 00000000 00001011 
 1692500000  +1               0 1 1 00000000 00000000 00001011 
 1692500000  +3               0 1 1 00000000 00000000 00000000 
 1693000000  +1               0 1 0 00000001 00000000 00000000 
 1693000000  +2               0 1 0 00000001 00000001 00000000 
 1693500000  +1               0 1 1 00000001 00000001 00000000 
 1693500000  +3               0 1 1 00000001 00000001 00000001 
 1694000000  +1               0 1 0 00000010 00000001 00000001 
 1694000000  +2               0 1 0 00000010 00000010 00000001 
 1694500000  +1               0 1 1 00000010 00000010 00000001 
 1694500000  +3               0 1 1 00000010 00000010 00000010 
 1695000000  +1               0 1 0 00000011 00000010 00000010 
 1695000000  +2               0 1 0 00000011 00000011 00000010 
 1695500000  +1               0 1 1 00000011 00000011 00000010 
 1695500000  +3               0 1 1 00000011 00000011 00000011 
 1696000000  +1               0 1 0 00000100 00000011 00000011 
 1696000000  +2               0 1 0 00000100 00000100 00000011 
 1696500000  +1               0 1 1 00000100 00000100 00000011 
 1696500000  +3               0 1 1 00000100 00000100 00000100 
 1697000000  +1               0 1 0 00000101 00000100 00000100 
 1697000000  +2               0 1 0 00000101 00000101 00000100 
 1697500000  +1               0 1 1 00000101 00000101 00000100 
 1697500000  +3               0 1 1 00000101 00000101 00000101 
 1698000000  +1               0 1 0 00000110 00000101 00000101 
 1698000000  +2               0 1 0 00000110 00000110 00000101 
 1698500000  +1               0 1 1 00000110 00000110 00000101 
 1698500000  +3               0 1 1 00000110 00000110 00000110 
 1699000000  +1               0 1 0 00000111 00000110 00000110 
 1699000000  +2               0 1 0 00000111 00000111 00000110 
 1699500000  +1               0 1 1 00000111 00000111 00000110 
 1699500000  +3               0 1 1 00000111 00000111 00000111 
 1700000000  +1               0 1 0 00001000 00000111 00000111 
 1700000000  +2               0 1 0 00001000 00001000 00000111 
 1700500000  +1               0 1 1 00001000 00001000 00000111 
 1700500000  +3               0 1 1 00001000 00001000 00001000 
 1701000000  +1               0 1 0 00001001 00001000 00001000 
 1701000000  +2               0 1 0 00001001 00001001 00001000 
 1701500000  +1               0 1 1 00001001 00001001 00001000 
 1701500000  +3               0 1 1 00001001 00001001 00001001 
 1702000000  +1               0 1 0 00001010 00001001 00001001 
 1702000000  +2               0 1 0 00001010 00001010 00001001 
 1702500000  +1               0 1 1 00001010 00001010 00001001 
 1702500000  +3               0 1 1 00001010 00001010 00001010 
 1703000000  +1               0 1 0 00001011 00001010 00001010 
 1703000000  +2               0 1 0 00001011 00001011 00001010 
 1703500000  +1               0 1 1 00001011 00001011 00001010 
 1703500000  +3               0 1 1 00001011 00001011 00001011 
 1704000000  +1               0 1 0 00000000 00001011 00001011 
 1704000000  +2               0 1 0 00000000 00000000 00001011 
 1704500000  +1               0 1 1 00000000 00000000 00001011 
 1704500000  +3               0 1 1 00000000 00000000 00000000 
 1705000000  +1               0 1 0 00000001 00000000 00000000 
 1705000000  +2               0 1 0 00000001 00000001 00000000 
 1705500000  +1               0 1 1 00000001 00000001 00000000 
 1705500000  +3               0 1 1 00000001 00000001 00000001 
 1706000000  +1               0 1 0 00000010 00000001 00000001 
 1706000000  +2               0 1 0 00000010 00000010 00000001 
 1706500000  +1               0 1 1 00000010 00000010 00000001 
 1706500000  +3               0 1 1 00000010 00000010 00000010 
 1707000000  +1               0 1 0 00000011 00000010 00000010 
 1707000000  +2               0 1 0 00000011 00000011 00000010 
 1707500000  +1               0 1 1 00000011 00000011 00000010 
 1707500000  +3               0 1 1 00000011 00000011 00000011 
 1708000000  +1               0 1 0 00000100 00000011 00000011 
 1708000000  +2               0 1 0 00000100 00000100 00000011 
 1708500000  +1               0 1 1 00000100 00000100 00000011 
 1708500000  +3               0 1 1 00000100 00000100 00000100 
 1709000000  +1               0 1 0 00000101 00000100 00000100 
 1709000000  +2               0 1 0 00000101 00000101 00000100 
 1709500000  +1               0 1 1 00000101 00000101 00000100 
 1709500000  +3               0 1 1 00000101 00000101 00000101 
 1710000000  +1               0 1 0 00000110 00000101 00000101 
 1710000000  +2               0 1 0 00000110 00000110 00000101 
 1710500000  +1               0 1 1 00000110 00000110 00000101 
 1710500000  +3               0 1 1 00000110 00000110 00000110 
 1711000000  +1               0 1 0 00000111 00000110 00000110 
 1711000000  +2               0 1 0 00000111 00000111 00000110 
 1711500000  +1               0 1 1 00000111 00000111 00000110 
 1711500000  +3               0 1 1 00000111 00000111 00000111 
 1712000000  +1               0 1 0 00001000 00000111 00000111 
 1712000000  +2               0 1 0 00001000 00001000 00000111 
 1712500000  +1               0 1 1 00001000 00001000 00000111 
 1712500000  +3               0 1 1 00001000 00001000 00001000 
 1713000000  +1               0 1 0 00001001 00001000 00001000 
 1713000000  +2               0 1 0 00001001 00001001 00001000 
 1713500000  +1               0 1 1 00001001 00001001 00001000 
